_id,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
1595,2009,Southern,Minor injury,No,Yes,No,25,0,0,0,28,28
1596,2009,Southern,Minor injury,Yes,No,No,20,0,0,0,20,20
1597,2009,Southern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
1598,2009,Southern,Property damage only,No,No,No,1283,0,0,0,0,0
1599,2009,Southern,Property damage only,No,No,Yes,18,0,0,0,0,0
1600,2009,Southern,Property damage only,No,Yes,No,139,0,0,0,0,0
1601,2009,Southern,Property damage only,No,Yes,Yes,2,0,0,0,0,0
1602,2009,Southern,Property damage only,Yes,No,No,1,0,0,0,0,0
1603,2009,Southern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
1604,2009,Unknown,Property damage only,No,No,No,6,0,0,0,0,0
1605,2009,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
1606,2010,Brisbane,Fatal,No,No,No,17,17,7,1,2,27
1607,2010,Brisbane,Fatal,No,Yes,No,4,5,0,1,0,6
1608,2010,Brisbane,Fatal,Yes,No,No,8,8,0,1,1,10
1609,2010,Brisbane,Fatal,Yes,No,Yes,1,2,0,1,0,3
1610,2010,Brisbane,Fatal,Yes,Yes,No,1,1,0,0,0,1
1611,2010,Brisbane,Hospitalisation,No,No,No,1166,0,1393,196,115,1704
1612,2010,Brisbane,Hospitalisation,No,No,Yes,29,0,35,6,3,44
1613,2010,Brisbane,Hospitalisation,No,Yes,No,106,0,122,16,8,146
1614,2010,Brisbane,Hospitalisation,Yes,No,No,232,0,236,5,9,250
1615,2010,Brisbane,Hospitalisation,Yes,No,Yes,4,0,5,1,0,6
1616,2010,Brisbane,Hospitalisation,Yes,Yes,No,5,0,5,2,1,8
1617,2010,Brisbane,Medical treatment,No,No,No,1523,0,0,1798,149,1947
1618,2010,Brisbane,Medical treatment,No,No,Yes,63,0,0,81,6,87
1619,2010,Brisbane,Medical treatment,No,Yes,No,128,0,0,147,16,163
1620,2010,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,3,1,4
1621,2010,Brisbane,Medical treatment,Yes,No,No,152,0,0,161,6,167
1622,2010,Brisbane,Medical treatment,Yes,No,Yes,4,0,0,4,0,4
1623,2010,Brisbane,Medical treatment,Yes,Yes,No,3,0,0,3,1,4
1624,2010,Brisbane,Minor injury,No,No,No,682,0,0,0,824,824
1625,2010,Brisbane,Minor injury,No,No,Yes,20,0,0,0,20,20
1626,2010,Brisbane,Minor injury,No,Yes,No,64,0,0,0,76,76
1627,2010,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
1628,2010,Brisbane,Minor injury,Yes,No,No,62,0,0,0,63,63
1629,2010,Brisbane,Minor injury,Yes,Yes,No,2,0,0,0,2,2
1630,2010,Brisbane,Property damage only,No,No,No,1910,0,0,0,0,0
1631,2010,Brisbane,Property damage only,No,No,Yes,48,0,0,0,0,0
1632,2010,Brisbane,Property damage only,No,Yes,No,192,0,0,0,0,0
1633,2010,Brisbane,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1634,2010,Brisbane,Property damage only,Yes,No,No,17,0,0,0,0,0
1635,2010,Central,Fatal,No,No,No,27,27,16,3,2,48
1636,2010,Central,Fatal,No,Yes,No,8,9,9,2,0,20
1637,2010,Central,Fatal,Yes,No,No,5,5,1,0,0,6
1638,2010,Central,Fatal,Yes,Yes,No,1,1,0,1,0,2
1639,2010,Central,Hospitalisation,No,No,No,376,0,469,47,42,558
1640,2010,Central,Hospitalisation,No,No,Yes,4,0,4,8,0,12
1641,2010,Central,Hospitalisation,No,Yes,No,46,0,64,12,4,80
1642,2010,Central,Hospitalisation,No,Yes,Yes,1,0,22,0,0,22
1643,2010,Central,Hospitalisation,Yes,No,No,65,0,69,2,4,75
1644,2010,Central,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1645,2010,Central,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1646,2010,Central,Medical treatment,No,No,No,336,0,0,408,34,442
1647,2010,Central,Medical treatment,No,No,Yes,10,0,0,11,2,13
1648,2010,Central,Medical treatment,No,Yes,No,41,0,0,47,5,52
1649,2010,Central,Medical treatment,No,Yes,Yes,2,0,0,2,0,2
1650,2010,Central,Medical treatment,Yes,No,No,40,0,0,42,0,42
1651,2010,Central,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1652,2010,Central,Minor injury,No,No,No,150,0,0,0,176,176
1653,2010,Central,Minor injury,No,No,Yes,1,0,0,0,1,1
1654,2010,Central,Minor injury,No,Yes,No,13,0,0,0,16,16
1655,2010,Central,Minor injury,Yes,No,No,22,0,0,0,23,23
1656,2010,Central,Property damage only,No,No,No,972,0,0,0,0,0
1657,2010,Central,Property damage only,No,No,Yes,15,0,0,0,0,0
1658,2010,Central,Property damage only,No,Yes,No,96,0,0,0,0,0
1659,2010,Central,Property damage only,Yes,No,No,2,0,0,0,0,0
1660,2010,Far Northern,Fatal,No,No,No,17,19,10,3,0,32
1661,2010,Far Northern,Fatal,No,Yes,No,5,5,2,0,0,7
1662,2010,Far Northern,Fatal,Yes,No,No,4,4,0,0,0,4
1663,2010,Far Northern,Hospitalisation,No,No,No,283,0,340,31,19,390
1664,2010,Far Northern,Hospitalisation,No,No,Yes,11,0,12,3,1,16
1665,2010,Far Northern,Hospitalisation,No,Yes,No,25,0,29,4,2,35
1666,2010,Far Northern,Hospitalisation,Yes,No,No,62,0,67,1,2,70
1667,2010,Far Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,1,2
1668,2010,Far Northern,Medical treatment,No,No,No,255,0,0,311,25,336
1669,2010,Far Northern,Medical treatment,No,No,Yes,8,0,0,8,0,8
1670,2010,Far Northern,Medical treatment,No,Yes,No,11,0,0,13,1,14
1671,2010,Far Northern,Medical treatment,Yes,No,No,23,0,0,25,0,25
1672,2010,Far Northern,Minor injury,No,No,No,130,0,0,0,151,151
1673,2010,Far Northern,Minor injury,No,No,Yes,4,0,0,0,4,4
1674,2010,Far Northern,Minor injury,No,Yes,No,8,0,0,0,8,8
1675,2010,Far Northern,Minor injury,Yes,No,No,11,0,0,0,12,12
1676,2010,Far Northern,Property damage only,No,No,No,567,0,0,0,0,0
1677,2010,Far Northern,Property damage only,No,No,Yes,12,0,0,0,0,0
1678,2010,Far Northern,Property damage only,No,Yes,No,29,0,0,0,0,0
1679,2010,Far Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1680,2010,Far Northern,Property damage only,Yes,No,No,6,0,0,0,0,0
1681,2010,North Coast,Fatal,No,No,No,35,39,23,12,3,77
1682,2010,North Coast,Fatal,No,Yes,No,4,4,0,3,1,8
1683,2010,North Coast,Fatal,Yes,No,No,13,13,3,0,0,16
1684,2010,North Coast,Fatal,Yes,Yes,No,1,1,0,0,0,1
1685,2010,North Coast,Hospitalisation,No,No,No,778,0,979,137,80,1196
1686,2010,North Coast,Hospitalisation,No,No,Yes,12,0,21,10,1,32
1687,2010,North Coast,Hospitalisation,No,Yes,No,59,0,69,8,2,79
1688,2010,North Coast,Hospitalisation,Yes,No,No,139,0,148,6,2,156
1689,2010,North Coast,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1690,2010,North Coast,Medical treatment,No,No,No,817,0,0,986,76,1062
1691,2010,North Coast,Medical treatment,No,No,Yes,16,0,0,17,0,17
1692,2010,North Coast,Medical treatment,No,Yes,No,39,0,0,47,3,50
1693,2010,North Coast,Medical treatment,Yes,No,No,53,0,0,56,2,58
1694,2010,North Coast,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1695,2010,North Coast,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1696,2010,North Coast,Minor injury,No,No,No,397,0,0,0,463,463
1697,2010,North Coast,Minor injury,No,No,Yes,8,0,0,0,10,10
1698,2010,North Coast,Minor injury,No,Yes,No,24,0,0,0,28,28
1699,2010,North Coast,Minor injury,Yes,No,No,24,0,0,0,24,24
1700,2010,North Coast,Property damage only,No,No,No,1747,0,0,0,0,0
1701,2010,North Coast,Property damage only,No,No,Yes,24,0,0,0,0,0
1702,2010,North Coast,Property damage only,No,Yes,No,121,0,0,0,0,0
1703,2010,North Coast,Property damage only,No,Yes,Yes,3,0,0,0,0,0
1704,2010,North Coast,Property damage only,Yes,No,No,9,0,0,0,0,0
1705,2010,Northern,Fatal,No,No,No,7,7,6,3,0,16
1706,2010,Northern,Fatal,No,Yes,No,3,3,3,0,0,6
1707,2010,Northern,Fatal,Yes,No,No,1,1,0,0,0,1
1708,2010,Northern,Fatal,Yes,Yes,No,1,1,0,0,0,1
1709,2010,Northern,Hospitalisation,No,No,No,268,0,339,48,13,400
1710,2010,Northern,Hospitalisation,No,No,Yes,8,0,10,1,0,11
1711,2010,Northern,Hospitalisation,No,Yes,No,14,0,15,1,0,16
1712,2010,Northern,Hospitalisation,Yes,No,No,63,0,67,3,3,73
1713,2010,Northern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1714,2010,Northern,Medical treatment,No,No,No,240,0,0,295,19,314
1715,2010,Northern,Medical treatment,No,No,Yes,1,0,0,1,0,1
1716,2010,Northern,Medical treatment,No,Yes,No,22,0,0,26,1,27
1717,2010,Northern,Medical treatment,Yes,No,No,35,0,0,38,0,38
1718,2010,Northern,Minor injury,No,No,No,77,0,0,0,87,87
1719,2010,Northern,Minor injury,No,No,Yes,3,0,0,0,3,3
1720,2010,Northern,Minor injury,No,Yes,No,7,0,0,0,9,9
1721,2010,Northern,Minor injury,Yes,No,No,15,0,0,0,15,15
1722,2010,Northern,Property damage only,No,No,No,599,0,0,0,0,0
1723,2010,Northern,Property damage only,No,No,Yes,7,0,0,0,0,0
1724,2010,Northern,Property damage only,No,Yes,No,47,0,0,0,0,0
1725,2010,Northern,Property damage only,Yes,No,No,10,0,0,0,0,0
1726,2010,South Eastern,Fatal,No,No,No,16,16,16,1,1,34
1727,2010,South Eastern,Fatal,No,Yes,No,2,2,0,0,0,2
1728,2010,South Eastern,Fatal,Yes,No,No,3,3,2,2,0,7
1729,2010,South Eastern,Fatal,Yes,Yes,No,2,2,0,2,0,4
1730,2010,South Eastern,Hospitalisation,No,No,No,684,0,856,144,90,1090
1731,2010,South Eastern,Hospitalisation,No,No,Yes,13,0,16,1,6,23
1732,2010,South Eastern,Hospitalisation,No,Yes,No,49,0,54,10,9,73
1733,2010,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,1,0,2
1734,2010,South Eastern,Hospitalisation,Yes,No,No,117,0,123,1,5,129
1735,2010,South Eastern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1736,2010,South Eastern,Medical treatment,No,No,No,886,0,0,1073,92,1165
1737,2010,South Eastern,Medical treatment,No,No,Yes,13,0,0,23,2,25
1738,2010,South Eastern,Medical treatment,No,Yes,No,47,0,0,55,8,63
1739,2010,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,1,2,3
1740,2010,South Eastern,Medical treatment,Yes,No,No,60,0,0,63,2,65
1741,2010,South Eastern,Medical treatment,Yes,Yes,No,3,0,0,3,0,3
1742,2010,South Eastern,Minor injury,No,No,No,373,0,0,0,445,445
1743,2010,South Eastern,Minor injury,No,No,Yes,11,0,0,0,11,11
1744,2010,South Eastern,Minor injury,No,Yes,No,18,0,0,0,19,19
1745,2010,South Eastern,Minor injury,Yes,No,No,27,0,0,0,29,29
1746,2010,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
1747,2010,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
1748,2010,South Eastern,Property damage only,No,No,No,1170,0,0,0,0,0
1749,2010,South Eastern,Property damage only,No,No,Yes,26,0,0,0,0,0
1750,2010,South Eastern,Property damage only,No,Yes,No,70,0,0,0,0,0
1751,2010,South Eastern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1752,2010,South Eastern,Property damage only,Yes,No,No,11,0,0,0,0,0
1753,2010,Southern,Fatal,No,No,No,31,32,26,4,0,62
1754,2010,Southern,Fatal,No,No,Yes,1,1,2,5,0,8
1755,2010,Southern,Fatal,No,Yes,No,8,11,6,7,1,25
1756,2010,Southern,Fatal,No,Yes,Yes,1,1,0,0,0,1
1757,2010,Southern,Fatal,Yes,No,No,8,8,1,1,0,10
1758,2010,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
1759,2010,Southern,Hospitalisation,No,No,No,478,0,625,89,54,768
1760,2010,Southern,Hospitalisation,No,No,Yes,2,0,3,0,0,3
1761,2010,Southern,Hospitalisation,No,Yes,No,50,0,61,6,3,70
1762,2010,Southern,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
1763,2010,Southern,Hospitalisation,Yes,No,No,92,0,96,7,6,109
1764,2010,Southern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1765,2010,Southern,Medical treatment,No,No,No,460,0,0,576,53,629
1766,2010,Southern,Medical treatment,No,No,Yes,6,0,0,8,0,8
1767,2010,Southern,Medical treatment,No,Yes,No,52,0,0,57,5,62
1768,2010,Southern,Medical treatment,No,Yes,Yes,1,0,0,1,1,2
1769,2010,Southern,Medical treatment,Yes,No,No,39,0,0,40,2,42
1770,2010,Southern,Minor injury,No,No,No,255,0,0,0,302,302
1771,2010,Southern,Minor injury,No,No,Yes,4,0,0,0,4,4
1772,2010,Southern,Minor injury,No,Yes,No,33,0,0,0,36,36
1773,2010,Southern,Minor injury,Yes,No,No,18,0,0,0,19,19
1774,2010,Southern,Property damage only,No,No,No,1270,0,0,0,0,0
1775,2010,Southern,Property damage only,No,No,Yes,11,0,0,0,0,0
1776,2010,Southern,Property damage only,No,Yes,No,151,0,0,0,0,0
1777,2010,Southern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1778,2010,Southern,Property damage only,Yes,No,No,5,0,0,0,0,0
1779,2010,Unknown,Property damage only,No,No,No,31,0,0,0,0,0
1780,2010,Unknown,Property damage only,No,Yes,No,2,0,0,0,0,0
1781,2010,Unknown,Property damage only,Yes,No,No,3,0,0,0,0,0
1782,2011,Brisbane,Fatal,No,No,No,15,17,13,2,3,35
1783,2011,Brisbane,Fatal,No,No,Yes,2,2,0,0,0,2
1784,2011,Brisbane,Fatal,No,Yes,No,4,4,2,0,0,6
1785,2011,Brisbane,Fatal,Yes,No,No,7,7,0,1,0,8
1786,2011,Brisbane,Hospitalisation,No,No,No,1040,0,1241,152,101,1494
1787,2011,Brisbane,Hospitalisation,No,No,Yes,33,0,36,6,5,47
1788,2011,Brisbane,Hospitalisation,No,Yes,No,81,0,90,16,6,112
1789,2011,Brisbane,Hospitalisation,No,Yes,Yes,1,0,1,2,13,16
1790,2011,Brisbane,Hospitalisation,Yes,No,No,233,0,246,5,7,258
1791,2011,Brisbane,Hospitalisation,Yes,Yes,No,5,0,5,1,0,6
1792,2011,Brisbane,Medical treatment,No,No,No,1457,0,0,1726,144,1870
1793,2011,Brisbane,Medical treatment,No,No,Yes,50,0,0,59,6,65
1794,2011,Brisbane,Medical treatment,No,Yes,No,120,0,0,144,13,157
1795,2011,Brisbane,Medical treatment,No,Yes,Yes,3,0,0,6,0,6
1796,2011,Brisbane,Medical treatment,Yes,No,No,143,0,0,148,7,155
1797,2011,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1798,2011,Brisbane,Medical treatment,Yes,Yes,No,3,0,0,5,0,5
1799,2011,Brisbane,Minor injury,No,No,No,594,0,0,0,717,717
1800,2011,Brisbane,Minor injury,No,No,Yes,24,0,0,0,27,27
1801,2011,Brisbane,Minor injury,No,Yes,No,48,0,0,0,54,54
1802,2011,Brisbane,Minor injury,Yes,No,No,45,0,0,0,47,47
1803,2011,Brisbane,Minor injury,Yes,No,Yes,1,0,0,0,1,1
1804,2011,Brisbane,Minor injury,Yes,Yes,No,5,0,0,0,5,5
1805,2011,Central,Fatal,No,No,No,29,37,29,7,0,73
1806,2011,Central,Fatal,No,Yes,No,11,14,10,4,1,29
1807,2011,Central,Fatal,Yes,No,No,5,5,1,0,0,6
1808,2011,Central,Hospitalisation,No,No,No,424,0,509,63,22,594
1809,2011,Central,Hospitalisation,No,No,Yes,8,0,10,1,1,12
1810,2011,Central,Hospitalisation,No,Yes,No,72,0,78,6,3,87
1811,2011,Central,Hospitalisation,Yes,No,No,81,0,82,0,2,84
1812,2011,Central,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1813,2011,Central,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1814,2011,Central,Medical treatment,No,No,No,316,0,0,379,24,403
1815,2011,Central,Medical treatment,No,No,Yes,5,0,0,34,0,34
1816,2011,Central,Medical treatment,No,Yes,No,37,0,0,43,2,45
1817,2011,Central,Medical treatment,Yes,No,No,29,0,0,29,1,30
1818,2011,Central,Minor injury,No,No,No,155,0,0,0,178,178
1819,2011,Central,Minor injury,No,No,Yes,1,0,0,0,1,1
1820,2011,Central,Minor injury,No,Yes,No,15,0,0,0,17,17
1821,2011,Central,Minor injury,Yes,No,No,10,0,0,0,10,10
1822,2011,Far Northern,Fatal,No,No,No,12,13,6,4,1,24
1823,2011,Far Northern,Fatal,No,No,Yes,1,1,0,0,0,1
1824,2011,Far Northern,Fatal,No,Yes,No,4,4,4,0,0,8
1825,2011,Far Northern,Fatal,Yes,No,No,1,1,0,0,0,1
1826,2011,Far Northern,Hospitalisation,No,No,No,271,0,333,57,18,408
1827,2011,Far Northern,Hospitalisation,No,No,Yes,5,0,6,7,0,13
1828,2011,Far Northern,Hospitalisation,No,Yes,No,19,0,24,3,0,27
1829,2011,Far Northern,Hospitalisation,Yes,No,No,41,0,43,2,0,45
1830,2011,Far Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
1831,2011,Far Northern,Medical treatment,No,No,No,229,0,0,269,21,290
1832,2011,Far Northern,Medical treatment,No,No,Yes,6,0,0,6,0,6
1833,2011,Far Northern,Medical treatment,No,Yes,No,19,0,0,26,3,29
1834,2011,Far Northern,Medical treatment,Yes,No,No,14,0,0,14,2,16
1835,2011,Far Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1836,2011,Far Northern,Minor injury,No,No,No,100,0,0,0,121,121
1837,2011,Far Northern,Minor injury,No,No,Yes,2,0,0,0,2,2
1838,2011,Far Northern,Minor injury,No,Yes,No,9,0,0,0,10,10
1839,2011,Far Northern,Minor injury,Yes,No,No,9,0,0,0,9,9
1840,2011,North Coast,Fatal,No,No,No,23,31,33,5,2,71
1841,2011,North Coast,Fatal,No,No,Yes,1,2,1,0,0,3
1842,2011,North Coast,Fatal,No,Yes,No,9,10,6,3,1,20
1843,2011,North Coast,Fatal,Yes,No,No,11,12,1,1,1,15
1844,2011,North Coast,Hospitalisation,No,No,No,782,0,967,137,53,1157
1845,2011,North Coast,Hospitalisation,No,No,Yes,15,0,28,5,3,36
1846,2011,North Coast,Hospitalisation,No,Yes,No,66,0,82,10,5,97
1847,2011,North Coast,Hospitalisation,Yes,No,No,135,0,143,0,5,148
1848,2011,North Coast,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
1849,2011,North Coast,Medical treatment,No,No,No,703,0,0,868,82,950
1850,2011,North Coast,Medical treatment,No,No,Yes,13,0,0,23,3,26
1851,2011,North Coast,Medical treatment,No,Yes,No,42,0,0,47,3,50
1852,2011,North Coast,Medical treatment,No,Yes,Yes,2,0,0,10,1,11
1853,2011,North Coast,Medical treatment,Yes,No,No,69,0,0,70,5,75
1854,2011,North Coast,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1855,2011,North Coast,Minor injury,No,No,No,316,0,0,0,361,361
1856,2011,North Coast,Minor injury,No,No,Yes,8,0,0,0,8,8
1857,2011,North Coast,Minor injury,No,Yes,No,21,0,0,0,24,24
1858,2011,North Coast,Minor injury,Yes,No,No,19,0,0,0,20,20
1859,2011,Northern,Fatal,No,No,No,4,4,0,0,0,4
1860,2011,Northern,Fatal,No,Yes,No,5,5,1,0,1,7
1861,2011,Northern,Fatal,Yes,No,No,1,1,1,0,0,2
1862,2011,Northern,Hospitalisation,No,No,No,262,0,328,40,8,376
1863,2011,Northern,Hospitalisation,No,No,Yes,6,0,14,6,3,23
1864,2011,Northern,Hospitalisation,No,Yes,No,31,0,40,3,2,45
1865,2011,Northern,Hospitalisation,No,Yes,Yes,1,0,2,0,0,2
1866,2011,Northern,Hospitalisation,Yes,No,No,55,0,59,2,1,62
1867,2011,Northern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
1868,2011,Northern,Medical treatment,No,No,No,233,0,0,285,27,312
1869,2011,Northern,Medical treatment,No,No,Yes,2,0,0,2,0,2
1870,2011,Northern,Medical treatment,No,Yes,No,14,0,0,19,0,19
1871,2011,Northern,Medical treatment,Yes,No,No,46,0,0,49,1,50
1872,2011,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1873,2011,Northern,Minor injury,No,No,No,79,0,0,0,96,96
1874,2011,Northern,Minor injury,No,No,Yes,1,0,0,0,1,1
1875,2011,Northern,Minor injury,No,Yes,No,11,0,0,0,13,13
1876,2011,Northern,Minor injury,Yes,No,No,5,0,0,0,5,5
1877,2011,South Eastern,Fatal,No,No,No,19,21,15,5,1,42
1878,2011,South Eastern,Fatal,No,No,Yes,1,1,0,0,0,1
1879,2011,South Eastern,Fatal,No,Yes,No,5,8,1,2,1,12
1880,2011,South Eastern,Fatal,Yes,No,No,12,13,0,2,0,15
1881,2011,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
1882,2011,South Eastern,Hospitalisation,No,No,No,632,0,800,120,68,988
1883,2011,South Eastern,Hospitalisation,No,No,Yes,19,0,21,2,3,26
1884,2011,South Eastern,Hospitalisation,No,Yes,No,49,0,62,7,3,72
1885,2011,South Eastern,Hospitalisation,Yes,No,No,145,0,152,7,10,169
1886,2011,South Eastern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
1887,2011,South Eastern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
1888,2011,South Eastern,Medical treatment,No,No,No,864,0,0,1047,91,1138
1889,2011,South Eastern,Medical treatment,No,No,Yes,20,0,0,21,1,22
1890,2011,South Eastern,Medical treatment,No,Yes,No,48,0,0,61,4,65
1891,2011,South Eastern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
1892,2011,South Eastern,Medical treatment,Yes,No,No,49,0,0,51,1,52
1893,2011,South Eastern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1894,2011,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
1895,2011,South Eastern,Minor injury,No,No,No,334,0,0,0,392,392
1896,2011,South Eastern,Minor injury,No,No,Yes,11,0,0,0,14,14
1897,2011,South Eastern,Minor injury,No,Yes,No,19,0,0,0,22,22
1898,2011,South Eastern,Minor injury,Yes,No,No,26,0,0,0,27,27
1899,2011,South Eastern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
1900,2011,Southern,Fatal,No,No,No,31,41,15,1,4,61
1901,2011,Southern,Fatal,No,No,Yes,1,1,1,0,0,2
1902,2011,Southern,Fatal,No,Yes,No,7,7,3,0,1,11
1903,2011,Southern,Fatal,Yes,No,No,4,4,0,0,0,4
1904,2011,Southern,Fatal,Yes,Yes,No,1,2,0,1,1,4
1905,2011,Southern,Hospitalisation,No,No,No,502,0,637,70,49,756
1906,2011,Southern,Hospitalisation,No,No,Yes,8,0,10,3,2,15
1907,2011,Southern,Hospitalisation,No,Yes,No,73,0,82,11,5,98
1908,2011,Southern,Hospitalisation,No,Yes,Yes,1,0,1,3,1,5
1909,2011,Southern,Hospitalisation,Yes,No,No,90,0,92,1,4,97
1910,2011,Southern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
1911,2011,Southern,Hospitalisation,Yes,Yes,No,2,0,3,0,0,3
1912,2011,Southern,Medical treatment,No,No,No,459,0,0,542,66,608
1913,2011,Southern,Medical treatment,No,No,Yes,12,0,0,13,0,13
1914,2011,Southern,Medical treatment,No,Yes,No,58,0,0,68,5,73
1915,2011,Southern,Medical treatment,Yes,No,No,41,0,0,44,0,44
1916,2011,Southern,Minor injury,No,No,No,226,0,0,0,269,269
1917,2011,Southern,Minor injury,No,Yes,No,30,0,0,0,33,33
1918,2011,Southern,Minor injury,Yes,No,No,15,0,0,0,16,16
1919,2011,Southern,Minor injury,Yes,Yes,No,2,0,0,0,2,2
1920,2012,Brisbane,Fatal,No,No,No,8,8,4,0,0,12
1921,2012,Brisbane,Fatal,No,No,Yes,2,2,2,7,3,14
1922,2012,Brisbane,Fatal,No,Yes,No,5,5,4,1,1,11
1923,2012,Brisbane,Fatal,Yes,No,No,8,8,0,3,1,12
1924,2012,Brisbane,Fatal,Yes,Yes,No,1,1,0,0,0,1
1925,2012,Brisbane,Hospitalisation,No,No,No,1071,0,1276,128,123,1527
1926,2012,Brisbane,Hospitalisation,No,No,Yes,30,0,39,1,3,43
1927,2012,Brisbane,Hospitalisation,No,Yes,No,71,0,77,4,10,91
1928,2012,Brisbane,Hospitalisation,Yes,No,No,245,0,259,6,8,273
1929,2012,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1930,2012,Brisbane,Hospitalisation,Yes,Yes,No,7,0,7,0,0,7
1931,2012,Brisbane,Medical treatment,No,No,No,1517,0,0,1785,139,1924
1932,2012,Brisbane,Medical treatment,No,No,Yes,56,0,0,68,5,73
1933,2012,Brisbane,Medical treatment,No,Yes,No,117,0,0,136,8,144
1934,2012,Brisbane,Medical treatment,No,Yes,Yes,2,0,0,2,1,3
1935,2012,Brisbane,Medical treatment,Yes,No,No,127,0,0,134,5,139
1936,2012,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1937,2012,Brisbane,Medical treatment,Yes,Yes,No,6,0,0,6,0,6
1938,2012,Brisbane,Minor injury,No,No,No,529,0,0,0,637,637
1939,2012,Brisbane,Minor injury,No,No,Yes,16,0,0,0,19,19
1940,2012,Brisbane,Minor injury,No,Yes,No,30,0,0,0,32,32
1941,2012,Brisbane,Minor injury,Yes,No,No,36,0,0,0,40,40
1942,2012,Central,Fatal,No,No,No,15,15,8,3,2,28
1943,2012,Central,Fatal,No,Yes,No,16,24,15,5,0,44
1944,2012,Central,Fatal,Yes,No,No,8,9,1,1,0,11
1945,2012,Central,Fatal,Yes,Yes,No,1,1,0,0,0,1
1946,2012,Central,Hospitalisation,No,No,No,472,0,589,72,36,697
1947,2012,Central,Hospitalisation,No,No,Yes,9,0,10,1,0,11
1948,2012,Central,Hospitalisation,No,Yes,No,58,0,71,6,3,80
1949,2012,Central,Hospitalisation,No,Yes,Yes,2,0,6,3,2,11
1950,2012,Central,Hospitalisation,Yes,No,No,95,0,101,4,0,105
1951,2012,Central,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1952,2012,Central,Medical treatment,No,No,No,343,0,0,424,21,445
1953,2012,Central,Medical treatment,No,No,Yes,5,0,0,5,0,5
1954,2012,Central,Medical treatment,No,Yes,No,52,0,0,58,3,61
1955,2012,Central,Medical treatment,Yes,No,No,37,0,0,38,0,38
1956,2012,Central,Minor injury,No,No,No,119,0,0,0,135,135
1957,2012,Central,Minor injury,No,No,Yes,2,0,0,0,3,3
1958,2012,Central,Minor injury,No,Yes,No,8,0,0,0,9,9
1959,2012,Central,Minor injury,Yes,No,No,14,0,0,0,15,15
1960,2012,Far Northern,Fatal,No,No,No,15,15,9,6,5,35
1961,2012,Far Northern,Fatal,No,No,Yes,1,1,0,0,0,1
1962,2012,Far Northern,Fatal,No,Yes,No,7,8,3,2,0,13
1963,2012,Far Northern,Hospitalisation,No,No,No,255,0,316,23,16,355
